,ID,Name,Image,Link,Type
11,12,Copper Ore,https://static.wikia.nocookie.net/terraria_gamepedia/images/7/78/Copper_Ore.png/revision/latest?cb=20200516210045,https://terraria.fandom.com/wiki/Copper_Ore,Ore
12,13,Gold Ore,https://static.wikia.nocookie.net/terraria_gamepedia/images/f/f7/Gold_Ore.png/revision/latest?cb=20200516213312,https://terraria.fandom.com/wiki/Gold_Ore,Ore
13,14,Silver Ore,https://static.wikia.nocookie.net/terraria_gamepedia/images/9/97/Silver_Ore.png/revision/latest?cb=20200516221835,https://terraria.fandom.com/wiki/Silver_Ore,Ore
14,15,Copper Watch,https://static.wikia.nocookie.net/terraria_gamepedia/images/e/e8/Copper_Watch.png/revision/latest?cb=20200516210052,https://terraria.fandom.com/wiki/Copper_Watch,Accessory
15,16,Silver Watch,https://static.wikia.nocookie.net/terraria_gamepedia/images/7/7a/Silver_Watch.png/revision/latest?cb=20200516221839,https://terraria.fandom.com/wiki/Silver_Watch,Accessory
16,17,Gold Watch,https://static.wikia.nocookie.net/terraria_gamepedia/images/a/a8/Gold_Watch.png/revision/latest?cb=20200516213323,https://terraria.fandom.com/wiki/Gold_Watch,Accessory
17,18,Depth Meter,https://static.wikia.nocookie.net/terraria_gamepedia/images/1/1d/Depth_Meter.png/revision/latest?cb=20200516211320,https://terraria.fandom.com/wiki/Depth_Meter,Accessory
18,19,Gold Bar,https://static.wikia.nocookie.net/terraria_gamepedia/images/4/4e/Gold_Bar.png/revision/latest?cb=20200516213006,https://terraria.fandom.com/wiki/Gold_Bar,Bar
19,20,Copper Bar,https://static.wikia.nocookie.net/terraria_gamepedia/images/f/f1/Copper_Bar.png/revision/latest?cb=20200516210020,https://terraria.fandom.com/wiki/Copper_Bar,Bar
20,21,Silver Bar,https://static.wikia.nocookie.net/terraria_gamepedia/images/9/94/Silver_Bar.png/revision/latest?cb=20200516221816,https://terraria.fandom.com/wiki/Silver_Bar,Bar
21,22,Iron Bar,https://static.wikia.nocookie.net/terraria_gamepedia/images/6/6c/Iron_Bar.png/revision/latest?cb=20200516214300,https://terraria.fandom.com/wiki/Iron_Bar,Bar
22,23,Gel,https://static.wikia.nocookie.net/terraria_gamepedia/images/3/3f/Gel.png/revision/latest?cb=20200519215406,https://terraria.fandom.com/wiki/Gel,Ammunition
23,24,Wooden Sword,https://static.wikia.nocookie.net/terraria_gamepedia/images/c/cd/Wooden_Sword.png/revision/latest?cb=20200516223647,https://terraria.fandom.com/wiki/Wooden_Sword,Weapon
24,25,Wooden Door,https://static.wikia.nocookie.net/terraria_gamepedia/images/2/2c/Wooden_Door.png/revision/latest?cb=20200516223642,https://terraria.fandom.com/wiki/Wooden_Door,Furniture
25,26,Stone Wall,https://static.wikia.nocookie.net/terraria_gamepedia/images/1/1e/Stone_Wall.png/revision/latest?cb=20200516222621,https://terraria.fandom.com/wiki/Stone_Wall,Wall
26,27,Acorn,https://static.wikia.nocookie.net/terraria_gamepedia/images/c/cd/Acorn.png/revision/latest?cb=20200516182633,https://terraria.fandom.com/wiki/Acorn,Seeds
27,28,Lesser Healing Potion,https://static.wikia.nocookie.net/terraria_gamepedia/images/e/e1/Lesser_Healing_Potion.png/revision/latest?cb=20200516214712,https://terraria.fandom.com/wiki/Lesser_Healing_Potion,Potion
28,29,Life Crystal,https://static.wikia.nocookie.net/terraria_gamepedia/images/0/05/Life_Crystal.png/revision/latest?cb=20200516214721,https://terraria.fandom.com/wiki/Life_Crystal,Potion
29,30,Dirt Wall,https://static.wikia.nocookie.net/terraria_gamepedia/images/f/fb/Dirt_Wall.png/revision/latest?cb=20200516211402,https://terraria.fandom.com/wiki/Dirt_Wall,Wall
30,31,Bottle,https://static.wikia.nocookie.net/terraria_gamepedia/images/5/5d/Bottle.png/revision/latest?cb=20200516200705,https://terraria.fandom.com/wiki/Bottle,Furniture
31,32,Wooden Table,https://static.wikia.nocookie.net/terraria_gamepedia/images/f/f4/Wooden_Table.png/revision/latest?cb=20200516223649,https://terraria.fandom.com/wiki/Wooden_Table,Furniture
32,33,Furnace,https://static.wikia.nocookie.net/terraria_gamepedia/images/0/0f/Furnace.png/revision/latest?cb=20200516212813,https://terraria.fandom.com/wiki/Furnace,Furniture
33,34,Wooden Chair,https://static.wikia.nocookie.net/terraria_gamepedia/images/8/87/Wooden_Chair.png/revision/latest?cb=20200516223639,https://terraria.fandom.com/wiki/Wooden_Chair,Furniture
34,35,Iron Anvil,https://static.wikia.nocookie.net/terraria_gamepedia/images/c/c3/Iron_Anvil.png/revision/latest?cb=20200516214257,https://terraria.fandom.com/wiki/Iron_Anvil,Furniture
35,36,Work Bench,https://static.wikia.nocookie.net/terraria_gamepedia/images/9/91/Work_Bench.png/revision/latest?cb=20200516223653,https://terraria.fandom.com/wiki/Work_Bench,Furniture
36,37,Goggles,https://static.wikia.nocookie.net/terraria_gamepedia/images/1/1a/Goggles.png/revision/latest?cb=20200516213004,https://terraria.fandom.com/wiki/Goggles,Armor
37,38,Lens,https://static.wikia.nocookie.net/terraria_gamepedia/images/a/ae/Lens.png/revision/latest?cb=20200516214644,https://terraria.fandom.com/wiki/Lens,Crafting material
38,39,Wooden Bow,https://static.wikia.nocookie.net/terraria_gamepedia/images/2/2e/Wooden_Bow.png/revision/latest?cb=20200516223638,https://terraria.fandom.com/wiki/Wooden_Bow,Weapon
39,40,Wooden Arrow,https://static.wikia.nocookie.net/terraria_gamepedia/images/f/ff/Wooden_Arrow.png/revision/latest?cb=20200516223634,https://terraria.fandom.com/wiki/Wooden_Arrow,Ammunition
40,41,Flaming Arrow,https://static.wikia.nocookie.net/terraria_gamepedia/images/a/a6/Flaming_Arrow.png/revision/latest?cb=20200516212449,https://terraria.fandom.com/wiki/Flaming_Arrow,Ammunition
41,42,Shuriken,https://static.wikia.nocookie.net/terraria_gamepedia/images/a/ac/Shuriken.png/revision/latest?cb=20200516221751,https://terraria.fandom.com/wiki/Shuriken,Weapon
42,43,Suspicious Looking Eye,https://static.wikia.nocookie.net/terraria_gamepedia/images/2/24/Suspicious_Looking_Eye.png/revision/latest?cb=20200516222709,https://terraria.fandom.com/wiki/Suspicious_Looking_Eye,Boss summon
43,44,Demon Bow,https://static.wikia.nocookie.net/terraria_gamepedia/images/7/73/Demon_Bow.png/revision/latest?cb=20150702053548,https://terraria.fandom.com/wiki/Demon_Bow,Weapon
44,45,War Axe of the Night,https://static.wikia.nocookie.net/terraria_gamepedia/images/5/54/War_Axe_of_the_Night.png/revision/latest?cb=20221121015659,https://terraria.fandom.com/wiki/War_Axe_of_the_Night,Tool
45,46,Light's Bane,https://static.wikia.nocookie.net/terraria_gamepedia/images/1/13/Light%27s_Bane.png/revision/latest?cb=20200516214746,https://terraria.fandom.com/wiki/Light%27s_Bane,Weapon
46,47,Unholy Arrow,https://static.wikia.nocookie.net/terraria_gamepedia/images/0/03/Unholy_Arrow.png/revision/latest?cb=20200516223241,https://terraria.fandom.com/wiki/Unholy_Arrow,Ammunition
47,48,Chest,https://static.wikia.nocookie.net/terraria_gamepedia/images/b/b3/Chest.png/revision/latest?cb=20200516205229,https://terraria.fandom.com/wiki/Chest,Furniture
48,49,Band of Regeneration,https://static.wikia.nocookie.net/terraria_gamepedia/images/0/0f/Band_of_Regeneration.png/revision/latest?cb=20200516190720,https://terraria.fandom.com/wiki/Band_of_Regeneration,Accessory
49,50,Magic Mirror,https://static.wikia.nocookie.net/terraria_gamepedia/images/1/1d/Magic_Mirror.png/revision/latest?cb=20200516215013,https://terraria.fandom.com/wiki/Magic_Mirror,Tool
50,51,Jester's Arrow,https://static.wikia.nocookie.net/terraria_gamepedia/images/2/25/Jester%27s_Arrow.png/revision/latest?cb=20200516214343,https://terraria.fandom.com/wiki/Jester%27s_Arrow,Ammunition
51,52,Angel Statue,https://static.wikia.nocookie.net/terraria_gamepedia/images/7/7b/Angel_Statue.png/revision/latest?cb=20200516185105,https://terraria.fandom.com/wiki/Angel_Statue,Furniture
52,53,Cloud in a Bottle,https://static.wikia.nocookie.net/terraria_gamepedia/images/4/43/Cloud_in_a_Bottle.png/revision/latest?cb=20200516205550,https://terraria.fandom.com/wiki/Cloud_in_a_Bottle,Accessory
53,54,Hermes Boots,https://static.wikia.nocookie.net/terraria_gamepedia/images/2/29/Hermes_Boots.png/revision/latest?cb=20200516213950,https://terraria.fandom.com/wiki/Hermes_Boots,Accessory
54,55,Enchanted Boomerang,https://static.wikia.nocookie.net/terraria_gamepedia/images/0/05/Enchanted_Boomerang.png/revision/latest?cb=20200516211915,https://terraria.fandom.com/wiki/Enchanted_Boomerang,Weapon
55,56,Demonite Ore,https://static.wikia.nocookie.net/terraria_gamepedia/images/a/a8/Demonite_Ore.png/revision/latest?cb=20200813224426,https://terraria.fandom.com/wiki/Demonite_Ore,Ore
56,57,Demonite Bar,https://static.wikia.nocookie.net/terraria_gamepedia/images/6/67/Demonite_Bar.png/revision/latest?cb=20200516211316,https://terraria.fandom.com/wiki/Demonite_Bar,Bar
57,58,Heart,https://static.wikia.nocookie.net/terraria_gamepedia/images/d/d9/Heart.png/revision/latest?cb=20200516213915,https://terraria.fandom.com/wiki/Heart,Miscellaneous
58,59,Corrupt Seeds,https://static.wikia.nocookie.net/terraria_gamepedia/images/8/80/Corrupt_Seeds.png/revision/latest?cb=20200516210219,https://terraria.fandom.com/wiki/Corrupt_Seeds,Seeds
59,60,Vile Mushroom,https://static.wikia.nocookie.net/terraria_gamepedia/images/c/c6/Vile_Mushroom.png/revision/latest?cb=20200516223332,https://terraria.fandom.com/wiki/Vile_Mushroom,Crafting material
60,61,Ebonstone Block,https://static.wikia.nocookie.net/terraria_gamepedia/images/6/64/Ebonstone_Block.png/revision/latest?cb=20200516211714,https://terraria.fandom.com/wiki/Ebonstone_Block,Block
61,62,Grass Seeds,https://static.wikia.nocookie.net/terraria_gamepedia/images/e/ef/Grass_Seeds.png/revision/latest?cb=20200516213524,https://terraria.fandom.com/wiki/Grass_Seeds,Seeds
62,63,Sunflower,https://static.wikia.nocookie.net/terraria_gamepedia/images/8/81/Sunflower.png/revision/latest?cb=20200516222650,https://terraria.fandom.com/wiki/Sunflower,Furniture
63,64,Vilethorn,https://static.wikia.nocookie.net/terraria_gamepedia/images/5/5c/Vilethorn.png/revision/latest?cb=20200516223336,https://terraria.fandom.com/wiki/Vilethorn,Weapon
64,65,Starfury,https://static.wikia.nocookie.net/terraria_gamepedia/images/2/2d/Starfury.png/revision/latest?cb=20221121015812,https://terraria.fandom.com/wiki/Starfury,Weapon
65,66,Purification Powder,https://static.wikia.nocookie.net/terraria_gamepedia/images/b/b8/Purification_Powder.png/revision/latest?cb=20200516220852,https://terraria.fandom.com/wiki/Purification_Powder,Miscellaneous
66,67,Vile Powder,https://static.wikia.nocookie.net/terraria_gamepedia/images/8/88/Vile_Powder.png/revision/latest?cb=20200516223334,https://terraria.fandom.com/wiki/Vile_Powder,Miscellaneous
67,68,Rotten Chunk,https://static.wikia.nocookie.net/terraria_gamepedia/images/0/04/Rotten_Chunk.png/revision/latest?cb=20200516221308,https://terraria.fandom.com/wiki/Rotten_Chunk,Crafting material
68,69,Worm Tooth,https://static.wikia.nocookie.net/terraria_gamepedia/images/2/23/Worm_Tooth.png/revision/latest?cb=20200516223708,https://terraria.fandom.com/wiki/Worm_Tooth,Crafting material
69,70,Worm Food,https://static.wikia.nocookie.net/terraria_gamepedia/images/c/c3/Worm_Food.png/revision/latest?cb=20200808230022,https://terraria.fandom.com/wiki/Worm_Food,Boss summon
70,71,Copper Coin,https://static.wikia.nocookie.net/terraria_gamepedia/images/4/43/Copper_Coin.png/revision/latest?cb=20200516210038,https://terraria.fandom.com/wiki/Copper_Coin,Ammunition
71,72,Silver Coin,https://static.wikia.nocookie.net/terraria_gamepedia/images/4/4e/Silver_Coin.png/revision/latest?cb=20200516221827,https://terraria.fandom.com/wiki/Silver_Coin,Ammunition
72,73,Gold Coin,https://static.wikia.nocookie.net/terraria_gamepedia/images/1/1f/Gold_Coin.png/revision/latest?cb=20200516213029,https://terraria.fandom.com/wiki/Gold_Coin,Ammunition
73,74,Platinum Coin,https://static.wikia.nocookie.net/terraria_gamepedia/images/2/2c/Platinum_Coin.png/revision/latest?cb=20200516220643,https://terraria.fandom.com/wiki/Platinum_Coin,Ammunition
74,75,Fallen Star,https://static.wikia.nocookie.net/terraria_gamepedia/images/9/9c/Fallen_Star.png/revision/latest?cb=20200516231331,https://terraria.fandom.com/wiki/Fallen_Star,Ammunition
75,76,Copper Greaves,https://static.wikia.nocookie.net/terraria_gamepedia/images/1/16/Copper_Greaves.png/revision/latest?cb=20200516210040,https://terraria.fandom.com/wiki/Copper_Greaves,Armor
76,77,Iron Greaves,https://static.wikia.nocookie.net/terraria_gamepedia/images/7/73/Iron_Greaves.png/revision/latest?cb=20200516214310,https://terraria.fandom.com/wiki/Iron_Greaves,Armor
77,78,Silver Greaves,https://static.wikia.nocookie.net/terraria_gamepedia/images/8/8c/Silver_Greaves.png/revision/latest?cb=20200516221832,https://terraria.fandom.com/wiki/Silver_Greaves,Armor
78,79,Gold Greaves,https://static.wikia.nocookie.net/terraria_gamepedia/images/0/08/Gold_Greaves.png/revision/latest?cb=20200516213305,https://terraria.fandom.com/wiki/Gold_Greaves,Armor
79,80,Copper Chainmail,https://static.wikia.nocookie.net/terraria_gamepedia/images/c/c9/Copper_Chainmail.png/revision/latest?cb=20200516210034,https://terraria.fandom.com/wiki/Copper_Chainmail,Armor
80,81,Iron Chainmail,https://static.wikia.nocookie.net/terraria_gamepedia/images/a/a2/Iron_Chainmail.png/revision/latest?cb=20200516214305,https://terraria.fandom.com/wiki/Iron_Chainmail,Armor
81,82,Silver Chainmail,https://static.wikia.nocookie.net/terraria_gamepedia/images/8/81/Silver_Chainmail.png/revision/latest?cb=20200516221825,https://terraria.fandom.com/wiki/Silver_Chainmail,Armor
82,83,Gold Chainmail,https://static.wikia.nocookie.net/terraria_gamepedia/images/5/55/Gold_Chainmail.png/revision/latest?cb=20200516213022,https://terraria.fandom.com/wiki/Gold_Chainmail,Armor
83,84,Grappling Hook,https://static.wikia.nocookie.net/terraria_gamepedia/images/3/3d/Grappling_Hook.png/revision/latest?cb=20200808225556,https://terraria.fandom.com/wiki/Grappling_Hook,
84,85,Chain,https://static.wikia.nocookie.net/terraria_gamepedia/images/a/ae/Chain.png/revision/latest?cb=20200516205217,https://terraria.fandom.com/wiki/Chain,Consumable
85,86,Shadow Scale,https://static.wikia.nocookie.net/terraria_gamepedia/images/0/0d/Shadow_Scale.png/revision/latest?cb=20200516221650,https://terraria.fandom.com/wiki/Shadow_Scale,Crafting material
86,87,Piggy Bank,https://static.wikia.nocookie.net/terraria_gamepedia/images/a/a3/Piggy_Bank.png/revision/latest?cb=20200516220428,https://terraria.fandom.com/wiki/Piggy_Bank,Furniture
87,88,Mining Helmet,https://static.wikia.nocookie.net/terraria_gamepedia/images/a/a4/Mining_Helmet.png/revision/latest?cb=20200516215341,https://terraria.fandom.com/wiki/Mining_Helmet,Armor
88,89,Copper Helmet,https://static.wikia.nocookie.net/terraria_gamepedia/images/1/1d/Copper_Helmet.png/revision/latest?cb=20200516210044,https://terraria.fandom.com/wiki/Copper_Helmet,Armor
89,90,Iron Helmet,https://static.wikia.nocookie.net/terraria_gamepedia/images/f/f7/Iron_Helmet.png/revision/latest?cb=20200516214314,https://terraria.fandom.com/wiki/Iron_Helmet,Armor
90,91,Silver Helmet,https://static.wikia.nocookie.net/terraria_gamepedia/images/2/29/Silver_Helmet.png/revision/latest?cb=20200516221834,https://terraria.fandom.com/wiki/Silver_Helmet,Armor
91,92,Gold Helmet,https://static.wikia.nocookie.net/terraria_gamepedia/images/5/59/Gold_Helmet.png/revision/latest?cb=20200516213307,https://terraria.fandom.com/wiki/Gold_Helmet,Armor
92,93,Wood Wall,https://static.wikia.nocookie.net/terraria_gamepedia/images/f/f5/Wood_Wall.png/revision/latest?cb=20200516223630,https://terraria.fandom.com/wiki/Wood_Wall,Wall
93,94,Wood Platform,https://static.wikia.nocookie.net/terraria_gamepedia/images/4/44/Wood_Platform.png/revision/latest?cb=20200516223628,https://terraria.fandom.com/wiki/Wood_Platform,Furniture
94,95,Flintlock Pistol,https://static.wikia.nocookie.net/terraria_gamepedia/images/d/da/Flintlock_Pistol.png/revision/latest?cb=20200516212550,https://terraria.fandom.com/wiki/Flintlock_Pistol,Weapon
95,96,Musket,https://static.wikia.nocookie.net/terraria_gamepedia/images/2/2b/Musket.png/revision/latest?cb=20200516215706,https://terraria.fandom.com/wiki/Musket,Weapon
96,97,Musket Ball,https://static.wikia.nocookie.net/terraria_gamepedia/images/f/f2/Musket_Ball.png/revision/latest?cb=20200516215704,https://terraria.fandom.com/wiki/Musket_Ball,Ammunition
97,98,Minishark,https://static.wikia.nocookie.net/terraria_gamepedia/images/9/96/Minishark.png/revision/latest?cb=20200805024933,https://terraria.fandom.com/wiki/Minishark,Weapon
98,99,Iron Bow,https://static.wikia.nocookie.net/terraria_gamepedia/images/6/62/Iron_Bow.png/revision/latest?cb=20200516214301,https://terraria.fandom.com/wiki/Iron_Bow,Weapon
99,100,Shadow Greaves,https://static.wikia.nocookie.net/terraria_gamepedia/images/f/fc/Shadow_Greaves.png/revision/latest?cb=20200516221642,https://terraria.fandom.com/wiki/Shadow_Greaves,Armor
100,101,Shadow Scalemail,https://static.wikia.nocookie.net/terraria_gamepedia/images/e/ee/Shadow_Scalemail.png/revision/latest?cb=20200516221651,https://terraria.fandom.com/wiki/Shadow_Scalemail,Armor
101,102,Shadow Helmet,https://static.wikia.nocookie.net/terraria_gamepedia/images/6/62/Shadow_Helmet.png/revision/latest?cb=20200516221643,https://terraria.fandom.com/wiki/Shadow_Helmet,Armor
102,103,Nightmare Pickaxe,https://static.wikia.nocookie.net/terraria_gamepedia/images/a/a7/Nightmare_Pickaxe.png/revision/latest?cb=20221121015932,https://terraria.fandom.com/wiki/Nightmare_Pickaxe,Tool
103,104,The Breaker,https://static.wikia.nocookie.net/terraria_gamepedia/images/4/4b/The_Breaker.png/revision/latest?cb=20221121013316,https://terraria.fandom.com/wiki/The_Breaker,Tool
104,105,Candle,https://static.wikia.nocookie.net/terraria_gamepedia/images/3/30/Candle.png/revision/latest?cb=20200516203943,https://terraria.fandom.com/wiki/Candle,Furniture
105,106,Copper Chandelier,https://static.wikia.nocookie.net/terraria_gamepedia/images/8/8c/Copper_Chandelier.png/revision/latest?cb=20200516210036,https://terraria.fandom.com/wiki/Copper_Chandelier,Furniture
106,107,Silver Chandelier,https://static.wikia.nocookie.net/terraria_gamepedia/images/0/03/Silver_Chandelier.png/revision/latest?cb=20200516221826,https://terraria.fandom.com/wiki/Silver_Chandelier,Furniture
107,108,Gold Chandelier,https://static.wikia.nocookie.net/terraria_gamepedia/images/c/ca/Gold_Chandelier.png/revision/latest?cb=20200516213025,https://terraria.fandom.com/wiki/Gold_Chandelier,Furniture
108,109,Mana Crystal,https://static.wikia.nocookie.net/terraria_gamepedia/images/7/79/Mana_Crystal.png/revision/latest?cb=20200516215044,https://terraria.fandom.com/wiki/Mana_Crystal,Potion
109,110,Lesser Mana Potion,https://static.wikia.nocookie.net/terraria_gamepedia/images/2/2e/Lesser_Mana_Potion.png/revision/latest?cb=20200516214714,https://terraria.fandom.com/wiki/Lesser_Mana_Potion,Potion
110,111,Band of Starpower,https://static.wikia.nocookie.net/terraria_gamepedia/images/d/dc/Band_of_Starpower.png/revision/latest?cb=20200516190721,https://terraria.fandom.com/wiki/Band_of_Starpower,Accessory
111,112,Flower of Fire,https://static.wikia.nocookie.net/terraria_gamepedia/images/2/2b/Flower_of_Fire.png/revision/latest?cb=20200516212602,https://terraria.fandom.com/wiki/Flower_of_Fire,Weapon
112,113,Magic Missile,https://static.wikia.nocookie.net/terraria_gamepedia/images/0/05/Magic_Missile.png/revision/latest?cb=20200516215014,https://terraria.fandom.com/wiki/Magic_Missile,Weapon
113,114,Dirt Rod,https://static.wikia.nocookie.net/terraria_gamepedia/images/4/4a/Dirt_Rod.png/revision/latest?cb=20160525133453,https://terraria.fandom.com/wiki/Dirt_Rod,Miscellaneous
114,115,Shadow Orb,https://static.wikia.nocookie.net/terraria_gamepedia/images/a/af/Shadow_Orb_%28item%29.png/revision/latest?cb=20170715161559,https://terraria.fandom.com/wiki/Shadow_Orb_(item),Light pet
115,116,Meteorite,https://static.wikia.nocookie.net/terraria_gamepedia/images/9/9e/Meteorite.png/revision/latest?cb=20200516215326,https://terraria.fandom.com/wiki/Meteorite,Ore
116,117,Meteorite Bar,https://static.wikia.nocookie.net/terraria_gamepedia/images/a/a2/Meteorite_Bar.png/revision/latest?cb=20200516215259,https://terraria.fandom.com/wiki/Meteorite_Bar,Bar
117,118,Hook,https://static.wikia.nocookie.net/terraria_gamepedia/images/4/47/Hook.png/revision/latest?cb=20200516214122,https://terraria.fandom.com/wiki/Hook,Crafting material
118,119,Flamarang,https://static.wikia.nocookie.net/terraria_gamepedia/images/b/b8/Flamarang.png/revision/latest?cb=20200521003952,https://terraria.fandom.com/wiki/Flamarang,Weapon
119,120,Molten Fury,https://static.wikia.nocookie.net/terraria_gamepedia/images/e/e4/Molten_Fury.png/revision/latest?cb=20200521004007,https://terraria.fandom.com/wiki/Molten_Fury,Weapon
120,121,Volcano,https://static.wikia.nocookie.net/terraria_gamepedia/images/c/cf/Volcano.png/revision/latest?cb=20220929110429,https://terraria.fandom.com/wiki/Volcano,Weapon
121,122,Molten Pickaxe,https://static.wikia.nocookie.net/terraria_gamepedia/images/d/d0/Molten_Pickaxe.png/revision/latest?cb=20221121020032,https://terraria.fandom.com/wiki/Molten_Pickaxe,Tool
122,123,Meteor Helmet,https://static.wikia.nocookie.net/terraria_gamepedia/images/3/36/Meteor_Helmet.png/revision/latest?cb=20200516215253,https://terraria.fandom.com/wiki/Meteor_Helmet,Armor
123,124,Meteor Suit,https://static.wikia.nocookie.net/terraria_gamepedia/images/b/be/Meteor_Suit.png/revision/latest?cb=20200516215258,https://terraria.fandom.com/wiki/Meteor_Suit,Armor
124,125,Meteor Leggings,https://static.wikia.nocookie.net/terraria_gamepedia/images/e/e5/Meteor_Leggings.png/revision/latest?cb=20200516215254,https://terraria.fandom.com/wiki/Meteor_Leggings,Armor
125,126,Bottled Water,https://static.wikia.nocookie.net/terraria_gamepedia/images/1/16/Bottled_Water.png/revision/latest?cb=20200516200759,https://terraria.fandom.com/wiki/Bottled_Water,Potion
126,127,Space Gun,https://static.wikia.nocookie.net/terraria_gamepedia/images/a/a8/Space_Gun.png/revision/latest?cb=20200516222211,https://terraria.fandom.com/wiki/Space_Gun,Weapon
127,128,Rocket Boots,https://static.wikia.nocookie.net/terraria_gamepedia/images/2/2b/Rocket_Boots.png/revision/latest?cb=20200516221252,https://terraria.fandom.com/wiki/Rocket_Boots,Accessory
128,129,Gray Brick,https://static.wikia.nocookie.net/terraria_gamepedia/images/e/ef/Gray_Brick.png/revision/latest?cb=20200516213543,https://terraria.fandom.com/wiki/Gray_Brick,Brick
129,130,Gray Brick Wall,https://static.wikia.nocookie.net/terraria_gamepedia/images/e/e3/Gray_Brick_Wall.png/revision/latest?cb=20200516213541,https://terraria.fandom.com/wiki/Gray_Brick_Wall,Wall
130,131,Red Brick,https://static.wikia.nocookie.net/terraria_gamepedia/images/b/be/Red_Brick.png/revision/latest?cb=20200516221049,https://terraria.fandom.com/wiki/Red_Brick,Brick
131,132,Red Brick Wall,https://static.wikia.nocookie.net/terraria_gamepedia/images/5/5c/Red_Brick_Wall.png/revision/latest?cb=20200516221048,https://terraria.fandom.com/wiki/Red_Brick_Wall,Wall
132,133,Clay Block,https://static.wikia.nocookie.net/terraria_gamepedia/images/b/b1/Clay_Block.png/revision/latest?cb=20200516205536,https://terraria.fandom.com/wiki/Clay_Block,Block
133,134,Blue Brick,https://static.wikia.nocookie.net/terraria_gamepedia/images/b/b6/Blue_Brick.png/revision/latest?cb=20200516194615,https://terraria.fandom.com/wiki/Blue_Brick,Brick
134,135,Blue Brick Wall,https://static.wikia.nocookie.net/terraria_gamepedia/images/e/e4/Blue_Brick_Wall.png/revision/latest?cb=20200516194611,https://terraria.fandom.com/wiki/Blue_Brick_Wall,Wall
135,136,Chain Lantern,https://static.wikia.nocookie.net/terraria_gamepedia/images/e/ef/Chain_Lantern.png/revision/latest?cb=20200516205216,https://terraria.fandom.com/wiki/Chain_Lantern,Furniture
136,137,Green Brick,https://static.wikia.nocookie.net/terraria_gamepedia/images/1/10/Green_Brick.png/revision/latest?cb=20200516213603,https://terraria.fandom.com/wiki/Green_Brick,Brick
137,138,Green Brick Wall,https://static.wikia.nocookie.net/terraria_gamepedia/images/6/67/Green_Brick_Wall.png/revision/latest?cb=20200516213602,https://terraria.fandom.com/wiki/Green_Brick_Wall,Wall
138,139,Pink Brick,https://static.wikia.nocookie.net/terraria_gamepedia/images/2/23/Pink_Brick.png/revision/latest?cb=20200516220451,https://terraria.fandom.com/wiki/Pink_Brick,Brick
139,140,Pink Brick Wall,https://static.wikia.nocookie.net/terraria_gamepedia/images/9/9c/Pink_Brick_Wall.png/revision/latest?cb=20200516220450,https://terraria.fandom.com/wiki/Pink_Brick_Wall,Wall
140,141,Gold Brick,https://static.wikia.nocookie.net/terraria_gamepedia/images/3/38/Gold_Brick.png/revision/latest?cb=20200516213013,https://terraria.fandom.com/wiki/Gold_Brick,Brick
141,142,Gold Brick Wall,https://static.wikia.nocookie.net/terraria_gamepedia/images/7/78/Gold_Brick_Wall.png/revision/latest?cb=20200516213012,https://terraria.fandom.com/wiki/Gold_Brick_Wall,Wall
